Volume(A^3)	E0(eV/cell)	E0+zpe(eV/cell)	U(eV/cell)	S(eV/cell)	Cv(eV/cell)	F(eV/Cell)
Temperature(K):1165.000000
58.930408	-3231.073486	-3231.073486	-3231.047504	0.000043	0.000081	-3231.097655
59.537941	-3231.107666	-3231.107666	-3231.081172	0.000044	0.000082	-3231.132166
60.145470	-3231.127441	-3231.127441	-3231.100341	0.000045	0.000083	-3231.152440
60.752998	-3231.133789	-3231.133789	-3231.106039	0.000046	0.000084	-3231.159278
61.360531	-3231.127686	-3231.127686	-3231.099346	0.000047	0.000087	-3231.153761
61.968060	-3231.109619	-3231.109619	-3231.080763	0.000047	0.000087	-3231.136052
62.575588	-3231.080322	-3231.080322	-3231.050767	0.000049	0.000089	-3231.107289
63.183121	-3231.040527	-3231.040527	-3231.010407	0.000049	0.000089	-3231.067833
63.790649	-3230.990723	-3230.990723	-3230.960200	0.000050	0.000090	-3231.018323
64.398178	-3230.931641	-3230.931641	-3230.900264	0.000051	0.000093	-3230.960049
