Volume(A^3)	E0(eV/cell)	E0+zpe(eV/cell)	U(eV/cell)	S(eV/cell)	Cv(eV/cell)	F(eV/Cell)
Temperature(K):365.000000
58.930408	-3231.073486	-3231.073486	-3231.071183	0.000013	0.000025	-3231.075812
59.537941	-3231.107666	-3231.107666	-3231.105327	0.000013	0.000026	-3231.110007
60.145470	-3231.127441	-3231.127441	-3231.125053	0.000013	0.000026	-3231.129822
60.752998	-3231.133789	-3231.133789	-3231.131358	0.000013	0.000026	-3231.136205
61.360531	-3231.127686	-3231.127686	-3231.125196	0.000014	0.000027	-3231.130162
61.968060	-3231.109619	-3231.109619	-3231.107102	0.000014	0.000027	-3231.112121
62.575588	-3231.080322	-3231.080322	-3231.077760	0.000014	0.000028	-3231.082865
63.183121	-3231.040527	-3231.040527	-3231.037941	0.000014	0.000028	-3231.043090
63.790649	-3230.990723	-3230.990723	-3230.988111	0.000014	0.000028	-3230.993308
64.398178	-3230.931641	-3230.931641	-3230.928955	0.000015	0.000029	-3230.934304
