Volume(A^3)	E0(eV/cell)	E0+zpe(eV/cell)	U(eV/cell)	S(eV/cell)	Cv(eV/cell)	F(eV/Cell)
Temperature(K):1885.000000
58.930408	-3231.073486	-3231.073486	-3230.993317	0.000078	0.000131	-3231.140815
59.537941	-3231.107666	-3231.107666	-3231.025783	0.000080	0.000133	-3231.176130
60.145470	-3231.127441	-3231.127441	-3231.043643	0.000082	0.000135	-3231.197386
60.752998	-3231.133789	-3231.133789	-3231.048016	0.000083	0.000137	-3231.205236
61.360531	-3231.127686	-3231.127686	-3231.040073	0.000085	0.000140	-3231.200728
61.968060	-3231.109619	-3231.109619	-3231.020186	0.000087	0.000141	-3231.183852
62.575588	-3231.080322	-3231.080322	-3230.988750	0.000089	0.000144	-3231.156184
63.183121	-3231.040527	-3231.040527	-3230.946852	0.000091	0.000145	-3231.117632
63.790649	-3230.990723	-3230.990723	-3230.895415	0.000092	0.000146	-3231.068815
64.398178	-3230.931641	-3230.931641	-3230.834014	0.000094	0.000150	-3231.011912
