Volume(A^3)	E0(eV/cell)	E0+zpe(eV/cell)	U(eV/cell)	S(eV/cell)	Cv(eV/cell)	F(eV/Cell)
Temperature(K):405.000000
58.930408	-3231.073486	-3231.073486	-3231.070647	0.000014	0.000028	-3231.076348
59.537941	-3231.107666	-3231.107666	-3231.104784	0.000014	0.000028	-3231.110548
60.145470	-3231.127441	-3231.127441	-3231.124498	0.000015	0.000029	-3231.130373
60.752998	-3231.133789	-3231.133789	-3231.130793	0.000015	0.000029	-3231.136766
61.360531	-3231.127686	-3231.127686	-3231.124618	0.000015	0.000030	-3231.130736
61.968060	-3231.109619	-3231.109619	-3231.106516	0.000015	0.000030	-3231.112702
62.575588	-3231.080322	-3231.080322	-3231.077163	0.000016	0.000031	-3231.083456
63.183121	-3231.040527	-3231.040527	-3231.037336	0.000016	0.000031	-3231.043685
63.790649	-3230.990723	-3230.990723	-3230.987499	0.000016	0.000031	-3230.993910
64.398178	-3230.931641	-3230.931641	-3230.928325	0.000016	0.000032	-3230.934923
