Volume(A^3)	E0(eV/cell)	E0+zpe(eV/cell)	U(eV/cell)	S(eV/cell)	Cv(eV/cell)	F(eV/Cell)
Temperature(K):1525.000000
58.930408	-3231.073486	-3231.073486	-3231.025207	0.000060	0.000106	-3231.116047
59.537941	-3231.107666	-3231.107666	-3231.058382	0.000061	0.000107	-3231.150885
60.145470	-3231.127441	-3231.127441	-3231.077012	0.000062	0.000109	-3231.171572
60.752998	-3231.133789	-3231.133789	-3231.082155	0.000063	0.000111	-3231.178832
61.360531	-3231.127686	-3231.127686	-3231.074962	0.000065	0.000113	-3231.173750
61.968060	-3231.109619	-3231.109619	-3231.055859	0.000066	0.000114	-3231.156380
62.575588	-3231.080322	-3231.080322	-3231.025261	0.000067	0.000116	-3231.128081
63.183121	-3231.040527	-3231.040527	-3230.984282	0.000069	0.000117	-3231.088982
63.790649	-3230.990723	-3230.990723	-3230.933615	0.000070	0.000118	-3231.039748
64.398178	-3230.931641	-3230.931641	-3230.873047	0.000071	0.000122	-3230.982080
