T(K)	A(NVT)(eV/cell)	U(NVT)(eV/cell)	S(NVT)(eV/cell)	Cv(T)(eV/cell)	Cv(J/K.mol)
5.000000	-3231.107666	-3231.107666	0.000000	0.000000	0.000000
45.000000	-3231.107700	-3231.107629	0.000002	0.000000	0.000000
85.000000	-3231.107792	-3231.107538	0.000003	0.000000	0.000000
125.000000	-3231.107940	-3231.107391	0.000004	0.000000	0.000000
165.000000	-3231.108144	-3231.107187	0.000006	0.000000	0.000000
205.000000	-3231.108404	-3231.106928	0.000007	0.000000	0.000000
245.000000	-3231.108720	-3231.106612	0.000009	0.000000	0.000000
285.000000	-3231.109093	-3231.106240	0.000010	0.000000	0.000000
325.000000	-3231.109522	-3231.105812	0.000011	0.000000	0.000000
365.000000	-3231.110007	-3231.105327	0.000013	0.000000	0.000000
405.000000	-3231.110548	-3231.104784	0.000014	0.000000	0.000000
445.000000	-3231.111146	-3231.104182	0.000016	0.000000	0.000000
485.000000	-3231.111801	-3231.103520	0.000017	0.000000	0.000000
525.000000	-3231.112513	-3231.102796	0.000019	0.000000	0.000000
565.000000	-3231.113282	-3231.102010	0.000020	0.000000	0.000000
605.000000	-3231.114110	-3231.101159	0.000021	0.000000	0.000000
645.000000	-3231.114996	-3231.100242	0.000023	0.000000	0.000000
685.000000	-3231.115941	-3231.099255	0.000024	0.000000	0.000000
725.000000	-3231.116946	-3231.098197	0.000026	0.000000	0.000000
765.000000	-3231.118012	-3231.097066	0.000027	0.000000	0.000000
805.000000	-3231.119138	-3231.095859	0.000029	0.000000	0.000000
845.000000	-3231.120327	-3231.094573	0.000030	0.000000	0.000000
885.000000	-3231.121578	-3231.093207	0.000032	0.000000	0.000000
925.000000	-3231.122894	-3231.091757	0.000034	0.000000	0.000000
965.000000	-3231.124272	-3231.090222	0.000035	0.000000	0.000000
1005.000000	-3231.125718	-3231.088598	0.000037	0.000000	0.000000
1045.000000	-3231.127229	-3231.086883	0.000039	0.000000	0.000000
1085.000000	-3231.128806	-3231.085076	0.000040	0.000000	0.000000
1125.000000	-3231.130453	-3231.083173	0.000042	0.000000	0.000000
1165.000000	-3231.132166	-3231.081172	0.000044	0.000000	0.000000
1205.000000	-3231.133952	-3231.079071	0.000046	0.000000	0.000000
1245.000000	-3231.135807	-3231.076868	0.000047	0.000000	0.000000
1285.000000	-3231.137736	-3231.074560	0.000049	0.000000	0.000000
1325.000000	-3231.139736	-3231.072144	0.000051	0.000000	0.000000
1365.000000	-3231.141813	-3231.069620	0.000053	0.000000	0.000000
1405.000000	-3231.143963	-3231.066983	0.000055	0.000000	0.000000
1445.000000	-3231.146193	-3231.064233	0.000057	0.000000	0.000000
1485.000000	-3231.148498	-3231.061367	0.000059	0.000000	0.000000
1525.000000	-3231.150885	-3231.058382	0.000061	0.000000	0.000000
1565.000000	-3231.153350	-3231.055276	0.000063	0.000000	0.000000
1605.000000	-3231.155900	-3231.052046	0.000065	0.000000	0.000000
1645.000000	-3231.158534	-3231.048691	0.000067	0.000000	0.000000
1685.000000	-3231.161247	-3231.045208	0.000069	0.000000	0.000000
1725.000000	-3231.164051	-3231.041594	0.000071	0.000000	0.000000
1765.000000	-3231.166936	-3231.037847	0.000073	0.000000	0.000000
1805.000000	-3231.169913	-3231.033964	0.000075	0.000000	0.000000
1845.000000	-3231.172974	-3231.029944	0.000078	0.000000	0.000000
1885.000000	-3231.176130	-3231.025783	0.000080	0.000000	0.000000
1925.000000	-3231.179371	-3231.021479	0.000082	0.000000	0.000000
1965.000000	-3231.182709	-3231.017030	0.000084	0.000000	0.000000
