T(K)	N_ce(e/cell)	N_sd(e/cell)	R_pe(Om.m)	R_sd(Om.m)	R_ee(Om.m)
5.000000	0.000000	0.000000	nan	nan	nan
45.000000	0.050517	0.000000	0.000000e+00	nan	0.000000e+00
85.000000	0.099406	0.000000	0.000000e+00	nan	0.000000e+00
125.000000	0.148013	0.000000	0.000000e+00	nan	0.000000e+00
165.000000	0.197035	0.000000	0.000000e+00	nan	0.000000e+00
205.000000	0.264356	0.000000	0.000000e+00	nan	0.000000e+00
245.000000	0.317502	0.000000	0.000000e+00	nan	0.000000e+00
285.000000	0.373930	0.000000	0.000000e+00	nan	0.000000e+00
325.000000	0.434529	0.000000	0.000000e+00	nan	0.000000e+00
365.000000	0.522940	0.000000	0.000000e+00	nan	0.000000e+00
405.000000	0.595711	0.000000	0.000000e+00	nan	0.000000e+00
445.000000	0.674145	0.000000	0.000000e+00	nan	0.000000e+00
485.000000	0.787252	0.000000	0.000000e+00	nan	0.000000e+00
525.000000	0.878087	0.000000	0.000000e+00	nan	0.000000e+00
565.000000	0.973195	0.000000	0.000000e+00	nan	0.000000e+00
605.000000	1.071659	0.000000	0.000000e+00	nan	0.000000e+00
645.000000	1.206337	0.000000	0.000000e+00	nan	0.000000e+00
685.000000	1.308674	0.000000	0.000000e+00	nan	0.000000e+00
725.000000	1.411068	0.000000	0.000000e+00	nan	0.000000e+00
765.000000	1.512599	0.000000	0.000000e+00	nan	0.000000e+00
805.000000	1.645884	0.000000	0.000000e+00	nan	0.000000e+00
845.000000	1.743940	0.000000	0.000000e+00	nan	0.000000e+00
885.000000	1.840535	0.000000	0.000000e+00	nan	0.000000e+00
925.000000	1.936162	0.000000	0.000000e+00	nan	0.000000e+00
965.000000	2.063589	0.000000	0.000000e+00	nan	0.000000e+00
1005.000000	2.160551	0.000000	0.000000e+00	nan	0.000000e+00
1045.000000	2.260320	0.000000	0.000000e+00	nan	0.000000e+00
1085.000000	2.364247	0.000000	0.000000e+00	nan	0.000000e+00
1125.000000	2.511984	0.000000	0.000000e+00	nan	0.000000e+00
1165.000000	2.631031	0.000000	0.000000e+00	nan	0.000000e+00
1205.000000	2.758516	0.000000	0.000000e+00	nan	0.000000e+00
1245.000000	2.943146	0.000000	0.000000e+00	nan	0.000000e+00
1285.000000	3.092665	0.000000	0.000000e+00	nan	0.000000e+00
1325.000000	3.251776	0.000000	0.000000e+00	nan	0.000000e+00
1365.000000	3.419858	0.000000	0.000000e+00	nan	0.000000e+00
1405.000000	3.656878	0.000000	0.000000e+00	nan	0.000000e+00
1445.000000	3.842497	0.000000	0.000000e+00	nan	0.000000e+00
1485.000000	4.033560	0.000000	0.000000e+00	nan	0.000000e+00
1525.000000	4.228574	0.000000	0.000000e+00	nan	0.000000e+00
1565.000000	4.492348	0.000000	0.000000e+00	nan	0.000000e+00
1605.000000	4.690780	0.000000	0.000000e+00	nan	0.000000e+00
1645.000000	4.888665	0.000000	0.000000e+00	nan	0.000000e+00
1685.000000	5.084853	0.000000	0.000000e+00	nan	0.000000e+00
1725.000000	5.342952	0.000000	0.000000e+00	nan	0.000000e+00
1765.000000	5.532554	0.000000	0.000000e+00	nan	0.000000e+00
1805.000000	5.718595	0.000000	0.000000e+00	nan	0.000000e+00
1845.000000	5.900874	0.000000	0.000000e+00	nan	0.000000e+00
1885.000000	6.137896	0.000000	0.000000e+00	nan	0.000000e+00
1925.000000	6.310665	0.000000	0.000000e+00	nan	0.000000e+00
1965.000000	6.479570	0.000000	0.000000e+00	nan	0.000000e+00
