T(K)	A_lat(eV/cell)	A_e(eV/cell)	U_lat(eV/cell)	U_e(eV/cell)	S_lat(eV/cell)	S_e(eV/cell)	Rows
5.000000	0.000000	1.141671e-07	0.000000	1.141671e-07	0.000000	0.000000e+00	1
45.000000	0.000000	-3.439366e-05	0.000000	3.674475e-05	0.000000	1.580853e-06	7
85.000000	0.000000	-1.258681e-04	0.000000	1.279835e-04	0.000000	2.986489e-06	14
125.000000	0.000000	-2.735540e-04	0.000000	2.753705e-04	0.000000	4.391396e-06	20
165.000000	0.000000	-4.776749e-04	0.000000	4.788071e-04	0.000000	5.796861e-06	27
205.000000	0.000000	-7.377913e-04	0.000000	7.382630e-04	0.000000	7.200265e-06	33
245.000000	0.000000	-1.054237e-03	0.000000	1.053786e-03	0.000000	8.604175e-06	40
285.000000	0.000000	-1.426968e-03	0.000000	1.425547e-03	0.000000	1.000882e-05	47
325.000000	0.000000	-1.855633e-03	0.000000	1.853868e-03	0.000000	1.141385e-05	53
365.000000	0.000000	-2.340746e-03	0.000000	2.339272e-03	0.000000	1.282197e-05	60
405.000000	0.000000	-2.881980e-03	0.000000	2.882475e-03	0.000000	1.423322e-05	66
445.000000	0.000000	-3.480282e-03	0.000000	3.484429e-03	0.000000	1.565104e-05	73
485.000000	0.000000	-4.134846e-03	0.000000	4.146319e-03	0.000000	1.707457e-05	79
525.000000	0.000000	-4.846851e-03	0.000000	4.869541e-03	0.000000	1.850741e-05	86
565.000000	0.000000	-5.615974e-03	0.000000	5.655724e-03	0.000000	1.994991e-05	92
605.000000	0.000000	-6.443983e-03	0.000000	6.506673e-03	0.000000	2.140604e-05	99
645.000000	0.000000	-7.329614e-03	0.000000	7.424382e-03	0.000000	2.287441e-05	105
685.000000	0.000000	-8.274969e-03	0.000000	8.410995e-03	0.000000	2.435907e-05	112
725.000000	0.000000	-9.279487e-03	0.000000	9.468756e-03	0.000000	2.585965e-05	118
765.000000	0.000000	-1.034567e-02	0.000000	1.060001e-02	0.000000	2.737998e-05	125
805.000000	0.000000	-1.147187e-02	0.000000	1.180719e-02	0.000000	2.891808e-05	131
845.000000	0.000000	-1.266096e-02	0.000000	1.309273e-02	0.000000	3.047773e-05	138
885.000000	0.000000	-1.391185e-02	0.000000	1.445911e-02	0.000000	3.205758e-05	144
925.000000	0.000000	-1.522755e-02	0.000000	1.590883e-02	0.000000	3.366095e-05	151
965.000000	0.000000	-1.660631e-02	0.000000	1.744433e-02	0.000000	3.528563e-05	157
1005.000000	0.000000	-1.805156e-02	0.000000	1.906808e-02	0.000000	3.693496e-05	164
1045.000000	0.000000	-1.956296e-02	0.000000	2.078253e-02	0.000000	3.860812e-05	171
1085.000000	0.000000	-2.113998e-02	0.000000	2.259007e-02	0.000000	4.030419e-05	177
1125.000000	0.000000	-2.278654e-02	0.000000	2.449305e-02	0.000000	4.202629e-05	184
1165.000000	0.000000	-2.450039e-02	0.000000	2.649387e-02	0.000000	4.377190e-05	190
1205.000000	0.000000	-2.628593e-02	0.000000	2.859484e-02	0.000000	4.554420e-05	197
1245.000000	0.000000	-2.814071e-02	0.000000	3.079825e-02	0.000000	4.734053e-05	203
1285.000000	0.000000	-3.006982e-02	0.000000	3.310643e-02	0.000000	4.916439e-05	210
1325.000000	0.000000	-3.206988e-02	0.000000	3.552169e-02	0.000000	5.101250e-05	216
1365.000000	0.000000	-3.414703e-02	0.000000	3.804628e-02	0.000000	5.288887e-05	223
1405.000000	0.000000	-3.629707e-02	0.000000	4.068254e-02	0.000000	5.478976e-05	229
1445.000000	0.000000	-3.852683e-02	0.000000	4.343279e-02	0.000000	5.671946e-05	236
1485.000000	0.000000	-4.083160e-02	0.000000	4.629927e-02	0.000000	5.867398e-05	242
1525.000000	0.000000	-4.321940e-02	0.000000	4.928439e-02	0.000000	6.065822e-05	249
1565.000000	0.000000	-4.568386e-02	0.000000	5.239046e-02	0.000000	6.266730e-05	255
1605.000000	0.000000	-4.823400e-02	0.000000	5.561988e-02	0.000000	6.470647e-05	262
1645.000000	0.000000	-5.086771e-02	0.000000	5.897506e-02	0.000000	6.677372e-05	269
1685.000000	0.000000	-5.358113e-02	0.000000	6.245831e-02	0.000000	6.886614e-05	275
1725.000000	0.000000	-5.638449e-02	0.000000	6.607222e-02	0.000000	7.098940e-05	282
1765.000000	0.000000	-5.926962e-02	0.000000	6.981916e-02	0.000000	7.313812e-05	288
1805.000000	0.000000	-6.224725e-02	0.000000	7.370154e-02	0.000000	7.531789e-05	295
1845.000000	0.000000	-6.530842e-02	0.000000	7.772190e-02	0.000000	7.752321e-05	301
1885.000000	0.000000	-6.846418e-02	0.000000	8.188277e-02	0.000000	7.975966e-05	308
1925.000000	0.000000	-7.170526e-02	0.000000	8.618653e-02	0.000000	8.202171e-05	314
1965.000000	0.000000	-7.504273e-02	0.000000	9.063577e-02	0.000000	8.431476e-05	321
