T(K)	A_lat(eV/cell)	A_e(eV/cell)	U_lat(eV/cell)	U_e(eV/cell)	S_lat(eV/cell)	S_e(eV/cell)	Rows
5.000000	0.000000	4.545711e-09	0.000000	4.545711e-09	0.000000	0.000000e+00	1
45.000000	0.000000	-3.248821e-05	0.000000	4.436205e-05	0.000000	1.707784e-06	8
85.000000	0.000000	-1.317437e-04	0.000000	1.440791e-04	0.000000	3.244974e-06	14
125.000000	0.000000	-2.922015e-04	0.000000	3.043584e-04	0.000000	4.772479e-06	20
165.000000	0.000000	-5.139291e-04	0.000000	5.257943e-04	0.000000	6.301354e-06	27
205.000000	0.000000	-7.970215e-04	0.000000	8.085665e-04	0.000000	7.832137e-06	34
245.000000	0.000000	-1.141141e-03	0.000000	1.152981e-03	0.000000	9.363766e-06	40
285.000000	0.000000	-1.546581e-03	0.000000	1.559519e-03	0.000000	1.089860e-05	46
325.000000	0.000000	-2.013723e-03	0.000000	2.028856e-03	0.000000	1.243871e-05	53
365.000000	0.000000	-2.542818e-03	0.000000	2.561886e-03	0.000000	1.398549e-05	60
405.000000	0.000000	-3.133441e-03	0.000000	3.159738e-03	0.000000	1.553871e-05	66
445.000000	0.000000	-3.786320e-03	0.000000	3.823763e-03	0.000000	1.710131e-05	72
485.000000	0.000000	-4.502271e-03	0.000000	4.555547e-03	0.000000	1.867591e-05	79
525.000000	0.000000	-5.281925e-03	0.000000	5.356889e-03	0.000000	2.026441e-05	86
565.000000	0.000000	-6.124589e-03	0.000000	6.229771e-03	0.000000	2.186612e-05	92
605.000000	0.000000	-7.031646e-03	0.000000	7.176340e-03	0.000000	2.348427e-05	98
645.000000	0.000000	-8.005567e-03	0.000000	8.198902e-03	0.000000	2.512321e-05	106
685.000000	0.000000	-9.043805e-03	0.000000	9.299841e-03	0.000000	2.677905e-05	112
725.000000	0.000000	-1.014870e-02	0.000000	1.048166e-02	0.000000	2.845567e-05	118
765.000000	0.000000	-1.132198e-02	0.000000	1.174688e-02	0.000000	3.015537e-05	125
805.000000	0.000000	-1.256410e-02	0.000000	1.309809e-02	0.000000	3.187850e-05	132
845.000000	0.000000	-1.387422e-02	0.000000	1.453789e-02	0.000000	3.362380e-05	138
885.000000	0.000000	-1.525443e-02	0.000000	1.606886e-02	0.000000	3.539354e-05	144
925.000000	0.000000	-1.670690e-02	0.000000	1.769360e-02	0.000000	3.718973e-05	151
965.000000	0.000000	-1.823164e-02	0.000000	1.941470e-02	0.000000	3.901175e-05	158
1005.000000	0.000000	-1.982792e-02	0.000000	2.123471e-02	0.000000	4.085834e-05	164
1045.000000	0.000000	-2.149811e-02	0.000000	2.315619e-02	0.000000	4.273139e-05	170
1085.000000	0.000000	-2.324503e-02	0.000000	2.518168e-02	0.000000	4.463292e-05	177
1125.000000	0.000000	-2.506837e-02	0.000000	2.731374e-02	0.000000	4.656188e-05	184
1165.000000	0.000000	-2.696715e-02	0.000000	2.955488e-02	0.000000	4.851676e-05	190
1205.000000	0.000000	-2.894432e-02	0.000000	3.190764e-02	0.000000	5.049956e-05	196
1245.000000	0.000000	-3.100360e-02	0.000000	3.437463e-02	0.000000	5.251263e-05	203
1285.000000	0.000000	-3.314444e-02	0.000000	3.695840e-02	0.000000	5.455474e-05	210
1325.000000	0.000000	-3.536480e-02	0.000000	3.966148e-02	0.000000	5.662361e-05	216
1365.000000	0.000000	-3.766853e-02	0.000000	4.248668e-02	0.000000	5.872177e-05	222
1405.000000	0.000000	-4.006446e-02	0.000000	4.543651e-02	0.000000	6.085479e-05	230
1445.000000	0.000000	-4.253982e-02	0.000000	4.851369e-02	0.000000	6.301281e-05	236
1485.000000	0.000000	-4.510265e-02	0.000000	5.172103e-02	0.000000	6.520113e-05	242
1525.000000	0.000000	-4.775865e-02	0.000000	5.506119e-02	0.000000	6.742284e-05	249
1565.000000	0.000000	-5.050557e-02	0.000000	5.853703e-02	0.000000	6.967578e-05	256
1605.000000	0.000000	-5.333949e-02	0.000000	6.215137e-02	0.000000	7.195692e-05	262
1645.000000	0.000000	-5.626621e-02	0.000000	6.590704e-02	0.000000	7.426945e-05	268
1685.000000	0.000000	-5.929190e-02	0.000000	6.980698e-02	0.000000	7.661655e-05	275
1725.000000	0.000000	-6.241302e-02	0.000000	7.385399e-02	0.000000	7.899536e-05	282
1765.000000	0.000000	-6.562546e-02	0.000000	7.805106e-02	0.000000	8.140313e-05	288
1805.000000	0.000000	-6.893526e-02	0.000000	8.240115e-02	0.000000	8.384289e-05	294
1845.000000	0.000000	-7.234845e-02	0.000000	8.690700e-02	0.000000	8.631732e-05	301
1885.000000	0.000000	-7.586128e-02	0.000000	9.157177e-02	0.000000	8.882390e-05	308
1925.000000	0.000000	-7.946956e-02	0.000000	9.639819e-02	0.000000	9.135987e-05	314
1965.000000	0.000000	-8.317938e-02	0.000000	1.013892e-01	0.000000	9.392805e-05	320
