T(K)	A_lat(eV/cell)	A_e(eV/cell)	U_lat(eV/cell)	U_e(eV/cell)	S_lat(eV/cell)	S_e(eV/cell)	Rows
5.000000	0.000000	8.625989e-10	0.000000	8.625989e-10	0.000000	0.000000e+00	0
45.000000	0.000000	-2.999822e-05	0.000000	4.301250e-05	0.000000	1.622460e-06	8
85.000000	0.000000	-1.244291e-04	0.000000	1.380006e-04	0.000000	3.087408e-06	14
125.000000	0.000000	-2.770909e-04	0.000000	2.904142e-04	0.000000	4.540040e-06	20
165.000000	0.000000	-4.878853e-04	0.000000	5.008891e-04	0.000000	5.992572e-06	26
205.000000	0.000000	-7.572357e-04	0.000000	7.695038e-04	0.000000	7.447510e-06	34
245.000000	0.000000	-1.084415e-03	0.000000	1.096435e-03	0.000000	8.901431e-06	40
285.000000	0.000000	-1.469780e-03	0.000000	1.481999e-03	0.000000	1.035712e-05	46
325.000000	0.000000	-1.914002e-03	0.000000	1.926685e-03	0.000000	1.181750e-05	54
365.000000	0.000000	-2.416149e-03	0.000000	2.431185e-03	0.000000	1.328037e-05	60
405.000000	0.000000	-2.976869e-03	0.000000	2.996403e-03	0.000000	1.474882e-05	66
445.000000	0.000000	-3.596404e-03	0.000000	3.623473e-03	0.000000	1.622444e-05	72
485.000000	0.000000	-4.276148e-03	0.000000	4.313750e-03	0.000000	1.771113e-05	80
525.000000	0.000000	-5.014553e-03	0.000000	5.068809e-03	0.000000	1.920641e-05	86
565.000000	0.000000	-5.812978e-03	0.000000	5.890429e-03	0.000000	2.071400e-05	92
605.000000	0.000000	-6.671969e-03	0.000000	6.780570e-03	0.000000	2.223560e-05	98
645.000000	0.000000	-7.593841e-03	0.000000	7.741338e-03	0.000000	2.377547e-05	106
685.000000	0.000000	-8.576104e-03	0.000000	8.774973e-03	0.000000	2.533004e-05	112
725.000000	0.000000	-9.620955e-03	0.000000	9.883816e-03	0.000000	2.690313e-05	118
765.000000	0.000000	-1.072914e-02	0.000000	1.107029e-02	0.000000	2.849599e-05	124
805.000000	0.000000	-1.190368e-02	0.000000	1.233685e-02	0.000000	3.011246e-05	132
845.000000	0.000000	-1.314109e-02	0.000000	1.368600e-02	0.000000	3.174804e-05	138
885.000000	0.000000	-1.444426e-02	0.000000	1.512023e-02	0.000000	3.340620e-05	144
925.000000	0.000000	-1.581532e-02	0.000000	1.664204e-02	0.000000	3.508904e-05	151
965.000000	0.000000	-1.725390e-02	0.000000	1.825393e-02	0.000000	3.679568e-05	158
1005.000000	0.000000	-1.875963e-02	0.000000	1.995836e-02	0.000000	3.852536e-05	164
1045.000000	0.000000	-2.033459e-02	0.000000	2.175779e-02	0.000000	4.027978e-05	170
1085.000000	0.000000	-2.198295e-02	0.000000	2.365461e-02	0.000000	4.206226e-05	178
1125.000000	0.000000	-2.369962e-02	0.000000	2.565126e-02	0.000000	4.386745e-05	184
1165.000000	0.000000	-2.548849e-02	0.000000	2.775014e-02	0.000000	4.569840e-05	190
1205.000000	0.000000	-2.735068e-02	0.000000	2.995360e-02	0.000000	4.755542e-05	196
1245.000000	0.000000	-2.929182e-02	0.000000	3.226406e-02	0.000000	4.944247e-05	204
1285.000000	0.000000	-3.130442e-02	0.000000	3.468388e-02	0.000000	5.135276e-05	210
1325.000000	0.000000	-3.339382e-02	0.000000	3.721540e-02	0.000000	5.328998e-05	216
1365.000000	0.000000	-3.556113e-02	0.000000	3.986108e-02	0.000000	5.525436e-05	222
1405.000000	0.000000	-3.781419e-02	0.000000	4.262330e-02	0.000000	5.725088e-05	230
1445.000000	0.000000	-4.014176e-02	0.000000	4.550451e-02	0.000000	5.927077e-05	236
1485.000000	0.000000	-4.255097e-02	0.000000	4.850721e-02	0.000000	6.131864e-05	242
1525.000000	0.000000	-4.504322e-02	0.000000	5.163380e-02	0.000000	6.339477e-05	248
1565.000000	0.000000	-4.762842e-02	0.000000	5.488686e-02	0.000000	6.550497e-05	256
1605.000000	0.000000	-5.029111e-02	0.000000	5.826889e-02	0.000000	6.763863e-05	262
1645.000000	0.000000	-5.304060e-02	0.000000	6.178245e-02	0.000000	6.980125e-05	268
1685.000000	0.000000	-5.588295e-02	0.000000	6.543022e-02	0.000000	7.199595e-05	275
1725.000000	0.000000	-5.881494e-02	0.000000	6.921463e-02	0.000000	7.422004e-05	282
1765.000000	0.000000	-6.183233e-02	0.000000	7.313848e-02	0.000000	7.647071e-05	288
1805.000000	0.000000	-6.494109e-02	0.000000	7.720438e-02	0.000000	7.875095e-05	294
1845.000000	0.000000	-6.815245e-02	0.000000	8.141493e-02	0.000000	8.106633e-05	302
1885.000000	0.000000	-7.144720e-02	0.000000	8.577280e-02	0.000000	8.340584e-05	308
1925.000000	0.000000	-7.483632e-02	0.000000	9.028067e-02	0.000000	8.577506e-05	314
1965.000000	0.000000	-7.832074e-02	0.000000	9.494119e-02	0.000000	8.817401e-05	320
