T(K)	A_lat(eV/cell)	A_e(eV/cell)	U_lat(eV/cell)	U_e(eV/cell)	S_lat(eV/cell)	S_e(eV/cell)	Rows
5.000000	0.000000	2.978311e-09	0.000000	2.978311e-09	0.000000	0.000000e+00	0
45.000000	0.000000	-3.169549e-05	0.000000	4.396878e-05	0.000000	1.681428e-06	8
85.000000	0.000000	-1.294522e-04	0.000000	1.422001e-04	0.000000	3.195910e-06	14
125.000000	0.000000	-2.874750e-04	0.000000	2.999880e-04	0.000000	4.699704e-06	20
165.000000	0.000000	-5.058046e-04	0.000000	5.178950e-04	0.000000	6.204240e-06	27
205.000000	0.000000	-7.845090e-04	0.000000	7.960142e-04	0.000000	7.709869e-06	34
245.000000	0.000000	-1.123220e-03	0.000000	1.134555e-03	0.000000	9.215405e-06	40
285.000000	0.000000	-1.522187e-03	0.000000	1.533880e-03	0.000000	1.072304e-05	46
325.000000	0.000000	-1.981735e-03	0.000000	1.994545e-03	0.000000	1.223471e-05	53
365.000000	0.000000	-2.502068e-03	0.000000	2.517316e-03	0.000000	1.375174e-05	60
405.000000	0.000000	-3.082716e-03	0.000000	3.103201e-03	0.000000	1.527387e-05	66
445.000000	0.000000	-3.724347e-03	0.000000	3.753428e-03	0.000000	1.680399e-05	72
485.000000	0.000000	-4.427702e-03	0.000000	4.469471e-03	0.000000	1.834469e-05	79
525.000000	0.000000	-5.193375e-03	0.000000	5.253024e-03	0.000000	1.989790e-05	86
565.000000	0.000000	-6.020621e-03	0.000000	6.105991e-03	0.000000	2.146303e-05	92
605.000000	0.000000	-6.910771e-03	0.000000	7.030446e-03	0.000000	2.304333e-05	98
645.000000	0.000000	-7.866221e-03	0.000000	8.028630e-03	0.000000	2.464318e-05	106
685.000000	0.000000	-8.884429e-03	0.000000	9.102897e-03	0.000000	2.625887e-05	112
725.000000	0.000000	-9.967687e-03	0.000000	1.025571e-02	0.000000	2.789434e-05	118
765.000000	0.000000	-1.111765e-02	0.000000	1.148959e-02	0.000000	2.955195e-05	125
805.000000	0.000000	-1.233481e-02	0.000000	1.280711e-02	0.000000	3.123219e-05	132
845.000000	0.000000	-1.361825e-02	0.000000	1.421085e-02	0.000000	3.293385e-05	138
885.000000	0.000000	-1.497005e-02	0.000000	1.570346e-02	0.000000	3.465933e-05	144
925.000000	0.000000	-1.639234e-02	0.000000	1.728748e-02	0.000000	3.641062e-05	151
965.000000	0.000000	-1.788512e-02	0.000000	1.896554e-02	0.000000	3.818721e-05	158
1005.000000	0.000000	-1.944763e-02	0.000000	2.074023e-02	0.000000	3.998792e-05	164
1045.000000	0.000000	-2.108223e-02	0.000000	2.261406e-02	0.000000	4.181463e-05	170
1085.000000	0.000000	-2.279165e-02	0.000000	2.458959e-02	0.000000	4.366934e-05	177
1125.000000	0.000000	-2.457554e-02	0.000000	2.666938e-02	0.000000	4.555104e-05	184
1165.000000	0.000000	-2.643301e-02	0.000000	2.885593e-02	0.000000	4.745832e-05	190
1205.000000	0.000000	-2.836690e-02	0.000000	3.115175e-02	0.000000	4.939308e-05	196
1245.000000	0.000000	-3.038342e-02	0.000000	3.355940e-02	0.000000	5.135969e-05	204
1285.000000	0.000000	-3.247430e-02	0.000000	3.608143e-02	0.000000	5.335077e-05	210
1325.000000	0.000000	-3.464535e-02	0.000000	3.872034e-02	0.000000	5.537033e-05	216
1365.000000	0.000000	-3.689775e-02	0.000000	4.147877e-02	0.000000	5.741870e-05	222
1405.000000	0.000000	-3.924002e-02	0.000000	4.435929e-02	0.000000	5.950129e-05	230
1445.000000	0.000000	-4.165989e-02	0.000000	4.736451e-02	0.000000	6.160858e-05	236
1485.000000	0.000000	-4.416511e-02	0.000000	5.049715e-02	0.000000	6.374563e-05	242
1525.000000	0.000000	-4.676132e-02	0.000000	5.375978e-02	0.000000	6.591548e-05	249
1565.000000	0.000000	-4.944640e-02	0.000000	5.715526e-02	0.000000	6.811607e-05	256
1605.000000	0.000000	-5.221641e-02	0.000000	6.068628e-02	0.000000	7.034436e-05	262
1645.000000	0.000000	-5.507714e-02	0.000000	6.435555e-02	0.000000	7.260346e-05	268
1685.000000	0.000000	-5.803470e-02	0.000000	6.816595e-02	0.000000	7.489653e-05	275
1725.000000	0.000000	-6.108571e-02	0.000000	7.212017e-02	0.000000	7.722080e-05	282
1765.000000	0.000000	-6.422592e-02	0.000000	7.622116e-02	0.000000	7.957341e-05	288
1805.000000	0.000000	-6.746140e-02	0.000000	8.047171e-02	0.000000	8.195740e-05	294
1845.000000	0.000000	-7.079818e-02	0.000000	8.487466e-02	0.000000	8.437552e-05	301
1885.000000	0.000000	-7.423248e-02	0.000000	8.943285e-02	0.000000	8.682511e-05	308
1925.000000	0.000000	-7.776012e-02	0.000000	9.414905e-02	0.000000	8.930346e-05	314
1965.000000	0.000000	-8.138703e-02	0.000000	9.902620e-02	0.000000	9.181335e-05	320
