T(K)	N_ce(e/cell)	N_sd(e/cell)	R_pe(Om.m)	R_sd(Om.m)	R_ee(Om.m)
5.000000	0.000000	0.000000	nan	nan	nan
45.000000	0.050855	0.000000	nan	nan	nan
85.000000	0.099344	0.000000	nan	nan	nan
125.000000	0.147488	0.000000	nan	nan	nan
165.000000	0.195950	0.000000	nan	nan	nan
205.000000	0.262304	0.000000	nan	nan	nan
245.000000	0.314551	0.000000	nan	nan	nan
285.000000	0.369916	0.000000	nan	nan	nan
325.000000	0.429223	0.000000	nan	nan	nan
365.000000	0.515633	0.000000	nan	nan	nan
405.000000	0.586664	0.000000	nan	nan	nan
445.000000	0.663215	0.000000	nan	nan	nan
485.000000	0.745172	0.000000	nan	nan	nan
525.000000	0.862256	0.000000	nan	nan	nan
565.000000	0.955187	0.000000	nan	nan	nan
605.000000	1.051375	0.000000	nan	nan	nan
645.000000	1.183053	0.000000	nan	nan	nan
685.000000	1.283185	0.000000	nan	nan	nan
725.000000	1.383429	0.000000	nan	nan	nan
765.000000	1.482940	0.000000	nan	nan	nan
805.000000	1.613629	0.000000	nan	nan	nan
845.000000	1.709805	0.000000	nan	nan	nan
885.000000	1.804556	0.000000	nan	nan	nan
925.000000	1.898287	0.000000	nan	nan	nan
965.000000	2.023043	0.000000	nan	nan	nan
1005.000000	2.117630	0.000000	nan	nan	nan
1045.000000	2.214681	0.000000	nan	nan	nan
1085.000000	2.315572	0.000000	nan	nan	nan
1125.000000	2.458478	0.000000	nan	nan	nan
1165.000000	2.573352	0.000000	nan	nan	nan
1205.000000	2.696148	0.000000	nan	nan	nan
1245.000000	2.827686	0.000000	nan	nan	nan
1285.000000	3.017616	0.000000	nan	nan	nan
1325.000000	3.170737	0.000000	nan	nan	nan
1365.000000	3.332810	0.000000	nan	nan	nan
1405.000000	3.561811	0.000000	nan	nan	nan
1445.000000	3.741601	0.000000	nan	nan	nan
1485.000000	3.927208	0.000000	nan	nan	nan
1525.000000	4.117337	0.000000	nan	nan	nan
1565.000000	4.375555	0.000000	nan	nan	nan
1605.000000	4.570594	0.000000	nan	nan	nan
1645.000000	4.765702	0.000000	nan	nan	nan
1685.000000	4.959845	0.000000	nan	nan	nan
1725.000000	5.216108	0.000000	nan	nan	nan
1765.000000	5.405049	0.000000	nan	nan	nan
1805.000000	5.590884	0.000000	nan	nan	nan
1845.000000	5.773289	0.000000	nan	nan	nan
1885.000000	6.011090	0.000000	nan	nan	nan
1925.000000	6.184570	0.000000	nan	nan	nan
1965.000000	6.354062	0.000000	nan	nan	nan
