Volume(A^3)	E0(eV/cell)	E0+zpe(eV/cell)	U(eV/cell)	S(eV/cell)	Cv(eV/cell)	F(eV/Cell)
Temperature(K):165.000000
58.930408	-3231.073486	-3231.073486	-3231.073022	0.000006	0.000012	-3231.073969
59.537941	-3231.107666	-3231.107666	-3231.107187	0.000006	0.000012	-3231.108144
60.145470	-3231.127441	-3231.127441	-3231.126949	0.000006	0.000012	-3231.127924
60.752998	-3231.133789	-3231.133789	-3231.133288	0.000006	0.000012	-3231.134277
61.360531	-3231.127686	-3231.127686	-3231.127172	0.000006	0.000012	-3231.128186
61.968060	-3231.109619	-3231.109619	-3231.109101	0.000006	0.000012	-3231.110125
62.575588	-3231.080322	-3231.080322	-3231.079796	0.000006	0.000013	-3231.080836
63.183121	-3231.040527	-3231.040527	-3231.039997	0.000006	0.000013	-3231.041044
63.790649	-3230.990723	-3230.990723	-3230.990187	0.000006	0.000013	-3230.991244
64.398178	-3230.931641	-3230.931641	-3230.931092	0.000007	0.000013	-3230.932180
