T(K)	A_lat(eV/cell)	A_e(eV/cell)	U_lat(eV/cell)	U_e(eV/cell)	S_lat(eV/cell)	S_e(eV/cell)	Rows
5.000000	0.000000	6.785683e-09	0.000000	6.785683e-09	0.000000	0.000000e+00	1
45.000000	0.000000	-3.084030e-05	0.000000	4.125274e-05	0.000000	1.602067e-06	8
85.000000	0.000000	-1.239195e-04	0.000000	1.346620e-04	0.000000	3.042135e-06	14
125.000000	0.000000	-2.743441e-04	0.000000	2.847947e-04	0.000000	4.473110e-06	20
165.000000	0.000000	-4.822383e-04	0.000000	4.920399e-04	0.000000	5.904717e-06	27
205.000000	0.000000	-7.473513e-04	0.000000	7.564002e-04	0.000000	7.335373e-06	34
245.000000	0.000000	-1.069573e-03	0.000000	1.077958e-03	0.000000	8.765430e-06	40
285.000000	0.000000	-1.449006e-03	0.000000	1.456923e-03	0.000000	1.019624e-05	46
325.000000	0.000000	-1.886049e-03	0.000000	1.893674e-03	0.000000	1.162992e-05	53
365.000000	0.000000	-2.380389e-03	0.000000	2.388780e-03	0.000000	1.306621e-05	60
405.000000	0.000000	-2.931971e-03	0.000000	2.943023e-03	0.000000	1.450616e-05	66
445.000000	0.000000	-3.541195e-03	0.000000	3.557422e-03	0.000000	1.595195e-05	72
485.000000	0.000000	-4.209031e-03	0.000000	4.233224e-03	0.000000	1.740671e-05	79
525.000000	0.000000	-4.934964e-03	0.000000	4.971901e-03	0.000000	1.887022e-05	86
565.000000	0.000000	-5.719240e-03	0.000000	5.775146e-03	0.000000	2.034405e-05	92
605.000000	0.000000	-6.563664e-03	0.000000	6.644842e-03	0.000000	2.183224e-05	99
645.000000	0.000000	-7.467607e-03	0.000000	7.583046e-03	0.000000	2.333435e-05	106
685.000000	0.000000	-8.431445e-03	0.000000	8.591962e-03	0.000000	2.485169e-05	112
725.000000	0.000000	-9.456374e-03	0.000000	9.673894e-03	0.000000	2.638658e-05	118
765.000000	0.000000	-1.054434e-02	0.000000	1.083125e-02	0.000000	2.794194e-05	125
805.000000	0.000000	-1.169463e-02	0.000000	1.206649e-02	0.000000	2.951692e-05	132
845.000000	0.000000	-1.290746e-02	0.000000	1.338210e-02	0.000000	3.111191e-05	138
885.000000	0.000000	-1.418443e-02	0.000000	1.478063e-02	0.000000	3.272888e-05	144
925.000000	0.000000	-1.552768e-02	0.000000	1.626456e-02	0.000000	3.437000e-05	151
965.000000	0.000000	-1.693673e-02	0.000000	1.783643e-02	0.000000	3.603437e-05	158
1005.000000	0.000000	-1.841133e-02	0.000000	1.949870e-02	0.000000	3.772141e-05	164
1045.000000	0.000000	-1.995345e-02	0.000000	2.125385e-02	0.000000	3.943282e-05	170
1085.000000	0.000000	-2.156559e-02	0.000000	2.310430e-02	0.000000	4.117041e-05	177
1125.000000	0.000000	-2.324751e-02	0.000000	2.505248e-02	0.000000	4.293332e-05	184
1165.000000	0.000000	-2.499833e-02	0.000000	2.710077e-02	0.000000	4.472025e-05	190
1205.000000	0.000000	-2.682064e-02	0.000000	2.925155e-02	0.000000	4.653294e-05	196
1245.000000	0.000000	-2.871769e-02	0.000000	3.150718e-02	0.000000	4.837339e-05	203
1285.000000	0.000000	-3.068899e-02	0.000000	3.386997e-02	0.000000	5.024044e-05	210
1325.000000	0.000000	-3.273296e-02	0.000000	3.634230e-02	0.000000	5.213227e-05	216
1365.000000	0.000000	-3.485591e-02	0.000000	3.892652e-02	0.000000	5.405306e-05	223
1405.000000	0.000000	-3.705652e-02	0.000000	4.162499e-02	0.000000	5.600108e-05	230
1445.000000	0.000000	-3.933292e-02	0.000000	4.444001e-02	0.000000	5.797434e-05	236
1485.000000	0.000000	-4.168901e-02	0.000000	4.737409e-02	0.000000	5.997516e-05	242
1525.000000	0.000000	-4.413017e-02	0.000000	5.042956e-02	0.000000	6.200638e-05	249
1565.000000	0.000000	-4.665388e-02	0.000000	5.360883e-02	0.000000	6.406563e-05	256
1605.000000	0.000000	-4.925741e-02	0.000000	5.691436e-02	0.000000	6.615064e-05	262
1645.000000	0.000000	-5.194575e-02	0.000000	6.034864e-02	0.000000	6.826406e-05	268
1685.000000	0.000000	-5.472500e-02	0.000000	6.391407e-02	0.000000	7.040894e-05	275
1725.000000	0.000000	-5.759170e-02	0.000000	6.761329e-02	0.000000	7.258260e-05	282
1765.000000	0.000000	-6.054204e-02	0.000000	7.144877e-02	0.000000	7.478233e-05	288
1805.000000	0.000000	-6.358182e-02	0.000000	7.542303e-02	0.000000	7.701100e-05	294
1845.000000	0.000000	-6.671723e-02	0.000000	7.953859e-02	0.000000	7.927145e-05	301
1885.000000	0.000000	-6.994420e-02	0.000000	8.379816e-02	0.000000	8.156093e-05	308
1925.000000	0.000000	-7.325854e-02	0.000000	8.820409e-02	0.000000	8.387669e-05	314
1965.000000	0.000000	-7.667125e-02	0.000000	9.275910e-02	0.000000	8.622410e-05	321
