T(K)	A_lat(eV/cell)	A_e(eV/cell)	U_lat(eV/cell)	U_e(eV/cell)	S_lat(eV/cell)	S_e(eV/cell)	Rows
5.000000	0.000000	1.739061e-06	0.000000	1.739061e-06	0.000000	0.000000e+00	1
45.000000	0.000000	-4.345009e-05	0.000000	2.738911e-05	0.000000	1.574204e-06	7
85.000000	0.000000	-1.340958e-04	0.000000	1.172297e-04	0.000000	2.956771e-06	14
125.000000	0.000000	-2.805377e-04	0.000000	2.631414e-04	0.000000	4.349433e-06	21
165.000000	0.000000	-4.824598e-04	0.000000	4.644873e-04	0.000000	5.739074e-06	27
205.000000	0.000000	-7.399707e-04	0.000000	7.211837e-04	0.000000	7.127583e-06	33
245.000000	0.000000	-1.053188e-03	0.000000	1.033214e-03	0.000000	8.515927e-06	40
285.000000	0.000000	-1.422082e-03	0.000000	1.400670e-03	0.000000	9.904392e-06	47
325.000000	0.000000	-1.846230e-03	0.000000	1.823789e-03	0.000000	1.129237e-05	53
365.000000	0.000000	-2.325888e-03	0.000000	2.302984e-03	0.000000	1.268184e-05	59
405.000000	0.000000	-2.861388e-03	0.000000	2.838876e-03	0.000000	1.407472e-05	66
445.000000	0.000000	-3.452951e-03	0.000000	3.432297e-03	0.000000	1.547247e-05	73
485.000000	0.000000	-4.099949e-03	0.000000	4.084319e-03	0.000000	1.687478e-05	79
525.000000	0.000000	-4.803113e-03	0.000000	4.796236e-03	0.000000	1.828447e-05	85
565.000000	0.000000	-5.564078e-03	0.000000	5.569550e-03	0.000000	1.970554e-05	93
605.000000	0.000000	-6.380902e-03	0.000000	6.405996e-03	0.000000	2.113537e-05	99
645.000000	0.000000	-7.255165e-03	0.000000	7.307456e-03	0.000000	2.257771e-05	105
685.000000	0.000000	-8.187428e-03	0.000000	8.275983e-03	0.000000	2.403418e-05	111
725.000000	0.000000	-9.180195e-03	0.000000	9.313769e-03	0.000000	2.550892e-05	119
765.000000	0.000000	-1.023054e-02	0.000000	1.042310e-02	0.000000	2.699822e-05	125
805.000000	0.000000	-1.134085e-02	0.000000	1.160632e-02	0.000000	2.850580e-05	131
845.000000	0.000000	-1.251281e-02	0.000000	1.286586e-02	0.000000	3.003392e-05	138
885.000000	0.000000	-1.374664e-02	0.000000	1.420416e-02	0.000000	3.158282e-05	145
925.000000	0.000000	-1.504145e-02	0.000000	1.562366e-02	0.000000	3.315147e-05	151
965.000000	0.000000	-1.639923e-02	0.000000	1.712684e-02	0.000000	3.474204e-05	157
1005.000000	0.000000	-1.782213e-02	0.000000	1.871609e-02	0.000000	3.635644e-05	164
1045.000000	0.000000	-1.930985e-02	0.000000	2.039389e-02	0.000000	3.799401e-05	171
1085.000000	0.000000	-2.086175e-02	0.000000	2.216260e-02	0.000000	3.965378e-05	177
1125.000000	0.000000	-2.248008e-02	0.000000	2.402455e-02	0.000000	4.133745e-05	183
1165.000000	0.000000	-2.416910e-02	0.000000	2.598212e-02	0.000000	4.304826e-05	191
1205.000000	0.000000	-2.592336e-02	0.000000	2.803763e-02	0.000000	4.478091e-05	197
1245.000000	0.000000	-2.774698e-02	0.000000	3.019334e-02	0.000000	4.653841e-05	203
1285.000000	0.000000	-2.964100e-02	0.000000	3.245151e-02	0.000000	4.832102e-05	209
1325.000000	0.000000	-3.161126e-02	0.000000	3.481446e-02	0.000000	5.013262e-05	217
1365.000000	0.000000	-3.364983e-02	0.000000	3.728438e-02	0.000000	5.196646e-05	223
1405.000000	0.000000	-3.576209e-02	0.000000	3.986358e-02	0.000000	5.382610e-05	229
1445.000000	0.000000	-3.795224e-02	0.000000	4.255428e-02	0.000000	5.571385e-05	236
1485.000000	0.000000	-4.021925e-02	0.000000	4.535874e-02	0.000000	5.762828e-05	243
1525.000000	0.000000	-4.256032e-02	0.000000	4.827928e-02	0.000000	5.956695e-05	249
1565.000000	0.000000	-4.497983e-02	0.000000	5.131820e-02	0.000000	6.153228e-05	255
1605.000000	0.000000	-4.748308e-02	0.000000	5.447767e-02	0.000000	6.352694e-05	262
1645.000000	0.000000	-5.006812e-02	0.000000	5.776018e-02	0.000000	6.554912e-05	269
1685.000000	0.000000	-5.273102e-02	0.000000	6.116800e-02	0.000000	6.759586e-05	275
1725.000000	0.000000	-5.547729e-02	0.000000	6.470342e-02	0.000000	6.966997e-05	281
1765.000000	0.000000	-5.831290e-02	0.000000	6.836894e-02	0.000000	7.177442e-05	288
1805.000000	0.000000	-6.123454e-02	0.000000	7.216682e-02	0.000000	7.390657e-05	295
1845.000000	0.000000	-6.423787e-02	0.000000	7.609954e-02	0.000000	7.606364e-05	301
1885.000000	0.000000	-6.732880e-02	0.000000	8.016948e-02	0.000000	7.824843e-05	307
1925.000000	0.000000	-7.051862e-02	0.000000	8.437905e-02	0.000000	8.046632e-05	315
1965.000000	0.000000	-7.378780e-02	0.000000	8.873067e-02	0.000000	8.270660e-05	321
