Volume(A^3)	E0(eV/cell)	E0+zpe(eV/cell)	U(eV/cell)	S(eV/cell)	Cv(eV/cell)	F(eV/Cell)
Temperature(K):1365.000000
58.930408	-3231.073486	-3231.073486	-3231.036202	0.000052	0.000095	-3231.107136
59.537941	-3231.107666	-3231.107666	-3231.069620	0.000053	0.000096	-3231.141813
60.145470	-3231.127441	-3231.127441	-3231.088515	0.000054	0.000098	-3231.162297
60.752998	-3231.133789	-3231.133789	-3231.093928	0.000055	0.000099	-3231.169350
61.360531	-3231.127686	-3231.127686	-3231.086983	0.000056	0.000101	-3231.164055
61.968060	-3231.109619	-3231.109619	-3231.068140	0.000057	0.000102	-3231.146517
62.575588	-3231.080322	-3231.080322	-3231.037836	0.000059	0.000104	-3231.117991
63.183121	-3231.040527	-3231.040527	-3230.997165	0.000060	0.000105	-3231.078714
63.790649	-3230.990723	-3230.990723	-3230.946735	0.000061	0.000106	-3231.029342
64.398178	-3230.931641	-3230.931641	-3230.886471	0.000062	0.000109	-3230.971384
