Volume(A^3)	E0(eV/cell)	E0+zpe(eV/cell)	U(eV/cell)	S(eV/cell)	Cv(eV/cell)	F(eV/Cell)
Temperature(K):765.000000
58.930408	-3231.073486	-3231.073486	-3231.063063	0.000027	0.000053	-3231.083717
59.537941	-3231.107666	-3231.107666	-3231.097066	0.000027	0.000054	-3231.118012
60.145470	-3231.127441	-3231.127441	-3231.116610	0.000028	0.000055	-3231.137986
60.752998	-3231.133789	-3231.133789	-3231.122719	0.000028	0.000055	-3231.144518
61.360531	-3231.127686	-3231.127686	-3231.116370	0.000029	0.000057	-3231.138671
61.968060	-3231.109619	-3231.109619	-3231.098130	0.000030	0.000057	-3231.120737
62.575588	-3231.080322	-3231.080322	-3231.068575	0.000030	0.000058	-3231.091644
63.183121	-3231.040527	-3231.040527	-3231.028607	0.000031	0.000059	-3231.051962
63.790649	-3230.990723	-3230.990723	-3230.978665	0.000031	0.000059	-3231.002270
64.398178	-3230.931641	-3230.931641	-3230.919230	0.000032	0.000061	-3230.943532
