T(K)	N_ce(e/cell)	N_sd(e/cell)	R_pe(Om.m)	R_sd(Om.m)	R_ee(Om.m)
5.000000	0.000000	0.000000	nan	nan	nan
45.000000	0.050855	0.000000	0.000000e+00	nan	0.000000e+00
85.000000	0.099344	0.000000	0.000000e+00	nan	0.000000e+00
125.000000	0.147488	0.000000	0.000000e+00	nan	0.000000e+00
165.000000	0.195950	0.000000	0.000000e+00	nan	0.000000e+00
205.000000	0.262304	0.000000	0.000000e+00	nan	0.000000e+00
245.000000	0.314551	0.000000	0.000000e+00	nan	0.000000e+00
285.000000	0.369916	0.000000	0.000000e+00	nan	0.000000e+00
325.000000	0.429223	0.000000	0.000000e+00	nan	0.000000e+00
365.000000	0.515633	0.000000	0.000000e+00	nan	0.000000e+00
405.000000	0.586664	0.000000	0.000000e+00	nan	0.000000e+00
445.000000	0.663215	0.000000	0.000000e+00	nan	0.000000e+00
485.000000	0.745172	0.000000	0.000000e+00	nan	0.000000e+00
525.000000	0.862256	0.000000	0.000000e+00	nan	0.000000e+00
565.000000	0.955187	0.000000	0.000000e+00	nan	0.000000e+00
605.000000	1.051375	0.000000	0.000000e+00	nan	0.000000e+00
645.000000	1.183053	0.000000	0.000000e+00	nan	0.000000e+00
685.000000	1.283185	0.000000	0.000000e+00	nan	0.000000e+00
725.000000	1.383429	0.000000	0.000000e+00	nan	0.000000e+00
765.000000	1.482940	0.000000	0.000000e+00	nan	0.000000e+00
805.000000	1.613629	0.000000	0.000000e+00	nan	0.000000e+00
845.000000	1.709805	0.000000	0.000000e+00	nan	0.000000e+00
885.000000	1.804556	0.000000	0.000000e+00	nan	0.000000e+00
925.000000	1.898287	0.000000	0.000000e+00	nan	0.000000e+00
965.000000	2.023043	0.000000	0.000000e+00	nan	0.000000e+00
1005.000000	2.117630	0.000000	0.000000e+00	nan	0.000000e+00
1045.000000	2.214681	0.000000	0.000000e+00	nan	0.000000e+00
1085.000000	2.315572	0.000000	0.000000e+00	nan	0.000000e+00
1125.000000	2.458478	0.000000	0.000000e+00	nan	0.000000e+00
1165.000000	2.573352	0.000000	0.000000e+00	nan	0.000000e+00
1205.000000	2.696148	0.000000	0.000000e+00	nan	0.000000e+00
1245.000000	2.827686	0.000000	0.000000e+00	nan	0.000000e+00
1285.000000	3.017616	0.000000	0.000000e+00	nan	0.000000e+00
1325.000000	3.170737	0.000000	0.000000e+00	nan	0.000000e+00
1365.000000	3.332810	0.000000	0.000000e+00	nan	0.000000e+00
1405.000000	3.561811	0.000000	0.000000e+00	nan	0.000000e+00
1445.000000	3.741601	0.000000	0.000000e+00	nan	0.000000e+00
1485.000000	3.927208	0.000000	0.000000e+00	nan	0.000000e+00
1525.000000	4.117337	0.000000	0.000000e+00	nan	0.000000e+00
1565.000000	4.375555	0.000000	0.000000e+00	nan	0.000000e+00
1605.000000	4.570594	0.000000	0.000000e+00	nan	0.000000e+00
1645.000000	4.765702	0.000000	0.000000e+00	nan	0.000000e+00
1685.000000	4.959845	0.000000	0.000000e+00	nan	0.000000e+00
1725.000000	5.216108	0.000000	0.000000e+00	nan	0.000000e+00
1765.000000	5.405049	0.000000	0.000000e+00	nan	0.000000e+00
1805.000000	5.590884	0.000000	0.000000e+00	nan	0.000000e+00
1845.000000	5.773289	0.000000	0.000000e+00	nan	0.000000e+00
1885.000000	6.011090	0.000000	0.000000e+00	nan	0.000000e+00
1925.000000	6.184570	0.000000	0.000000e+00	nan	0.000000e+00
1965.000000	6.354062	0.000000	0.000000e+00	nan	0.000000e+00
