T(K)	N_ce(e/cell)	N_sd(e/cell)	R_pe(Om.m)	R_sd(Om.m)	R_ee(Om.m)
5.000000	0.000000	0.000000	nan	nan	nan
45.000000	0.048637	0.000000	nan	nan	nan
85.000000	0.099747	0.000000	nan	nan	nan
125.000000	0.150893	0.000000	nan	nan	nan
165.000000	0.220147	0.000000	nan	nan	nan
205.000000	0.273883	0.000000	nan	nan	nan
245.000000	0.330132	0.000000	nan	nan	nan
285.000000	0.389764	0.000000	nan	nan	nan
325.000000	0.475920	0.000000	nan	nan	nan
365.000000	0.546371	0.000000	nan	nan	nan
405.000000	0.622290	0.000000	nan	nan	nan
445.000000	0.703754	0.000000	nan	nan	nan
485.000000	0.820653	0.000000	nan	nan	nan
525.000000	0.914050	0.000000	nan	nan	nan
565.000000	1.011474	0.000000	nan	nan	nan
605.000000	1.146056	0.000000	nan	nan	nan
645.000000	1.249182	0.000000	nan	nan	nan
685.000000	1.353242	0.000000	nan	nan	nan
725.000000	1.457271	0.000000	nan	nan	nan
765.000000	1.594812	0.000000	nan	nan	nan
805.000000	1.696586	0.000000	nan	nan	nan
845.000000	1.797213	0.000000	nan	nan	nan
885.000000	1.896991	0.000000	nan	nan	nan
925.000000	2.029986	0.000000	nan	nan	nan
965.000000	2.130890	0.000000	nan	nan	nan
1005.000000	2.234345	0.000000	nan	nan	nan
1045.000000	2.341715	0.000000	nan	nan	nan
1085.000000	2.493565	0.000000	nan	nan	nan
1125.000000	2.615391	0.000000	nan	nan	nan
1165.000000	2.745400	0.000000	nan	nan	nan
1205.000000	2.884434	0.000000	nan	nan	nan
1245.000000	3.084871	0.000000	nan	nan	nan
1285.000000	3.246209	0.000000	nan	nan	nan
1325.000000	3.416688	0.000000	nan	nan	nan
1365.000000	3.657245	0.000000	nan	nan	nan
1405.000000	3.845798	0.000000	nan	nan	nan
1445.000000	4.040213	0.000000	nan	nan	nan
1485.000000	4.238989	0.000000	nan	nan	nan
1525.000000	4.508378	0.000000	nan	nan	nan
1565.000000	4.711549	0.000000	nan	nan	nan
1605.000000	4.914468	0.000000	nan	nan	nan
1645.000000	5.116027	0.000000	nan	nan	nan
1685.000000	5.381511	0.000000	nan	nan	nan
1725.000000	5.576842	0.000000	nan	nan	nan
1765.000000	5.768545	0.000000	nan	nan	nan
1805.000000	5.956249	0.000000	nan	nan	nan
1845.000000	6.200178	0.000000	nan	nan	nan
1885.000000	6.377826	0.000000	nan	nan	nan
1925.000000	6.551354	0.000000	nan	nan	nan
1965.000000	6.720984	0.000000	nan	nan	nan
