Volume(A^3)	E0(eV/cell)	E0+zpe(eV/cell)	U(eV/cell)	S(eV/cell)	Cv(eV/cell)	F(eV/Cell)
Temperature(K):1645.000000
58.930408	-3231.073486	-3231.073486	-3231.015726	0.000066	0.000115	-3231.123554
59.537941	-3231.107666	-3231.107666	-3231.048691	0.000067	0.000116	-3231.158534
60.145470	-3231.127441	-3231.127441	-3231.067093	0.000068	0.000118	-3231.179387
60.752998	-3231.133789	-3231.133789	-3231.072007	0.000070	0.000119	-3231.186830
61.360531	-3231.127686	-3231.127686	-3231.064595	0.000071	0.000122	-3231.181919
61.968060	-3231.109619	-3231.109619	-3231.045264	0.000073	0.000123	-3231.164696
62.575588	-3231.080322	-3231.080322	-3231.014415	0.000074	0.000125	-3231.136588
63.183121	-3231.040527	-3231.040527	-3230.973165	0.000076	0.000126	-3231.097655
63.790649	-3230.990723	-3230.990723	-3230.922281	0.000077	0.000127	-3231.048543
64.398178	-3230.931641	-3230.931641	-3230.861459	0.000079	0.000131	-3230.991108
