Volume(A^3)	E0(eV/cell)	E0+zpe(eV/cell)	U(eV/cell)	S(eV/cell)	Cv(eV/cell)	F(eV/Cell)
Temperature(K):885.000000
58.930408	-3231.073486	-3231.073486	-3231.059282	0.000032	0.000062	-3231.087233
59.537941	-3231.107666	-3231.107666	-3231.093207	0.000032	0.000062	-3231.121578
60.145470	-3231.127441	-3231.127441	-3231.112661	0.000033	0.000063	-3231.141626
60.752998	-3231.133789	-3231.133789	-3231.118669	0.000033	0.000064	-3231.148233
61.360531	-3231.127686	-3231.127686	-3231.112236	0.000034	0.000066	-3231.142471
61.968060	-3231.109619	-3231.109619	-3231.093916	0.000035	0.000066	-3231.124589
62.575588	-3231.080322	-3231.080322	-3231.064253	0.000035	0.000067	-3231.095577
63.183121	-3231.040527	-3231.040527	-3231.024197	0.000036	0.000068	-3231.055947
63.790649	-3230.990723	-3230.990723	-3230.974195	0.000036	0.000069	-3231.006298
64.398178	-3230.931641	-3230.931641	-3230.914633	0.000037	0.000071	-3230.947677
