T(K)	A(NVT)(eV/cell)	U(NVT)(eV/cell)	S(NVT)(eV/cell)	Cv(T)(eV/cell)	Cv(J/K.mol)
5.000000	-3231.109619	-3231.109619	0.000000	0.000000	0.000000
45.000000	-3231.109651	-3231.109575	0.000002	0.000000	0.000000
85.000000	-3231.109749	-3231.109477	0.000003	0.000000	0.000000
125.000000	-3231.109907	-3231.109319	0.000005	0.000000	0.000000
165.000000	-3231.110125	-3231.109101	0.000006	0.000000	0.000000
205.000000	-3231.110404	-3231.108823	0.000008	0.000000	0.000000
245.000000	-3231.110742	-3231.108485	0.000009	0.000000	0.000000
285.000000	-3231.111141	-3231.108085	0.000011	0.000000	0.000000
325.000000	-3231.111601	-3231.107625	0.000012	0.000000	0.000000
365.000000	-3231.112121	-3231.107102	0.000014	0.000000	0.000000
405.000000	-3231.112702	-3231.106516	0.000015	0.000000	0.000000
445.000000	-3231.113343	-3231.105866	0.000017	0.000000	0.000000
485.000000	-3231.114047	-3231.105150	0.000018	0.000000	0.000000
525.000000	-3231.114813	-3231.104366	0.000020	0.000000	0.000000
565.000000	-3231.115640	-3231.103513	0.000021	0.000000	0.000000
605.000000	-3231.116530	-3231.102589	0.000023	0.000000	0.000000
645.000000	-3231.117485	-3231.101591	0.000025	0.000000	0.000000
685.000000	-3231.118504	-3231.100516	0.000026	0.000000	0.000000
725.000000	-3231.119587	-3231.099363	0.000028	0.000000	0.000000
765.000000	-3231.120737	-3231.098130	0.000030	0.000000	0.000000
805.000000	-3231.121954	-3231.096812	0.000031	0.000000	0.000000
845.000000	-3231.123237	-3231.095408	0.000033	0.000000	0.000000
885.000000	-3231.124589	-3231.093916	0.000035	0.000000	0.000000
925.000000	-3231.126011	-3231.092332	0.000036	0.000000	0.000000
965.000000	-3231.127504	-3231.090654	0.000038	0.000000	0.000000
1005.000000	-3231.129067	-3231.088879	0.000040	0.000000	0.000000
1045.000000	-3231.130701	-3231.087005	0.000042	0.000000	0.000000
1085.000000	-3231.132411	-3231.085030	0.000044	0.000000	0.000000
1125.000000	-3231.134195	-3231.082950	0.000046	0.000000	0.000000
1165.000000	-3231.136052	-3231.080763	0.000047	0.000000	0.000000
1205.000000	-3231.137986	-3231.078467	0.000049	0.000000	0.000000
1245.000000	-3231.140003	-3231.076060	0.000051	0.000000	0.000000
1285.000000	-3231.142093	-3231.073538	0.000053	0.000000	0.000000
1325.000000	-3231.144264	-3231.070899	0.000055	0.000000	0.000000
1365.000000	-3231.146517	-3231.068140	0.000057	0.000000	0.000000
1405.000000	-3231.148859	-3231.065260	0.000060	0.000000	0.000000
1445.000000	-3231.151279	-3231.062255	0.000062	0.000000	0.000000
1485.000000	-3231.153784	-3231.059122	0.000064	0.000000	0.000000
1525.000000	-3231.156380	-3231.055859	0.000066	0.000000	0.000000
1565.000000	-3231.159066	-3231.052464	0.000068	0.000000	0.000000
1605.000000	-3231.161836	-3231.048933	0.000070	0.000000	0.000000
1645.000000	-3231.164696	-3231.045264	0.000073	0.000000	0.000000
1685.000000	-3231.167654	-3231.041453	0.000075	0.000000	0.000000
1725.000000	-3231.170705	-3231.037499	0.000077	0.000000	0.000000
1765.000000	-3231.173845	-3231.033398	0.000080	0.000000	0.000000
1805.000000	-3231.177081	-3231.029147	0.000082	0.000000	0.000000
1845.000000	-3231.180417	-3231.024744	0.000084	0.000000	0.000000
1885.000000	-3231.183852	-3231.020186	0.000087	0.000000	0.000000
1925.000000	-3231.187379	-3231.015470	0.000089	0.000000	0.000000
1965.000000	-3231.191006	-3231.010593	0.000092	0.000000	0.000000
