T(K)	N_ce(e/cell)	N_sd(e/cell)	R_pe(Om.m)	R_sd(Om.m)	R_ee(Om.m)
5.000000	0.000000	0.000000	nan	nan	nan
45.000000	0.046285	0.000000	0.000000e+00	nan	0.000000e+00
85.000000	0.091874	0.000000	0.000000e+00	nan	0.000000e+00
125.000000	0.136795	0.000000	0.000000e+00	nan	0.000000e+00
165.000000	0.181604	0.000000	0.000000e+00	nan	0.000000e+00
205.000000	0.242407	0.000000	0.000000e+00	nan	0.000000e+00
245.000000	0.289976	0.000000	0.000000e+00	nan	0.000000e+00
285.000000	0.340257	0.000000	0.000000e+00	nan	0.000000e+00
325.000000	0.412969	0.000000	0.000000e+00	nan	0.000000e+00
365.000000	0.472925	0.000000	0.000000e+00	nan	0.000000e+00
405.000000	0.538164	0.000000	0.000000e+00	nan	0.000000e+00
445.000000	0.608966	0.000000	0.000000e+00	nan	0.000000e+00
485.000000	0.712010	0.000000	0.000000e+00	nan	0.000000e+00
525.000000	0.795489	0.000000	0.000000e+00	nan	0.000000e+00
565.000000	0.883710	0.000000	0.000000e+00	nan	0.000000e+00
605.000000	0.975738	0.000000	0.000000e+00	nan	0.000000e+00
645.000000	1.102578	0.000000	0.000000e+00	nan	0.000000e+00
685.000000	1.199587	0.000000	0.000000e+00	nan	0.000000e+00
725.000000	1.297054	0.000000	0.000000e+00	nan	0.000000e+00
765.000000	1.394045	0.000000	0.000000e+00	nan	0.000000e+00
805.000000	1.521196	0.000000	0.000000e+00	nan	0.000000e+00
845.000000	1.614365	0.000000	0.000000e+00	nan	0.000000e+00
885.000000	1.705448	0.000000	0.000000e+00	nan	0.000000e+00
925.000000	1.824042	0.000000	0.000000e+00	nan	0.000000e+00
965.000000	1.911291	0.000000	0.000000e+00	nan	0.000000e+00
1005.000000	1.997963	0.000000	0.000000e+00	nan	0.000000e+00
1045.000000	2.084995	0.000000	0.000000e+00	nan	0.000000e+00
1085.000000	2.204072	0.000000	0.000000e+00	nan	0.000000e+00
1125.000000	2.297237	0.000000	0.000000e+00	nan	0.000000e+00
1165.000000	2.395205	0.000000	0.000000e+00	nan	0.000000e+00
1205.000000	2.499324	0.000000	0.000000e+00	nan	0.000000e+00
1245.000000	2.649818	0.000000	0.000000e+00	nan	0.000000e+00
1285.000000	2.772466	0.000000	0.000000e+00	nan	0.000000e+00
1325.000000	2.904176	0.000000	0.000000e+00	nan	0.000000e+00
1365.000000	3.045261	0.000000	0.000000e+00	nan	0.000000e+00
1405.000000	3.247854	0.000000	0.000000e+00	nan	0.000000e+00
1445.000000	3.409723	0.000000	0.000000e+00	nan	0.000000e+00
1485.000000	3.579241	0.000000	0.000000e+00	nan	0.000000e+00
1525.000000	3.755414	0.000000	0.000000e+00	nan	0.000000e+00
1565.000000	3.998756	0.000000	0.000000e+00	nan	0.000000e+00
1605.000000	4.185410	0.000000	0.000000e+00	nan	0.000000e+00
1645.000000	4.374178	0.000000	0.000000e+00	nan	0.000000e+00
1685.000000	4.627045	0.000000	0.000000e+00	nan	0.000000e+00
1725.000000	4.815936	0.000000	0.000000e+00	nan	0.000000e+00
1765.000000	5.003137	0.000000	0.000000e+00	nan	0.000000e+00
1805.000000	5.188126	0.000000	0.000000e+00	nan	0.000000e+00
1845.000000	5.430518	0.000000	0.000000e+00	nan	0.000000e+00
1885.000000	5.608250	0.000000	0.000000e+00	nan	0.000000e+00
1925.000000	5.782514	0.000000	0.000000e+00	nan	0.000000e+00
1965.000000	5.953038	0.000000	0.000000e+00	nan	0.000000e+00
