T(K)	N_ce(e/cell)	N_sd(e/cell)	R_pe(Om.m)	R_sd(Om.m)	R_ee(Om.m)
5.000000	0.000000	0.000000	nan	nan	nan
45.000000	0.043940	0.000000	nan	nan	nan
85.000000	0.088654	0.000000	nan	nan	nan
125.000000	0.132529	0.000000	nan	nan	nan
165.000000	0.190586	0.000000	nan	nan	nan
205.000000	0.234821	0.000000	nan	nan	nan
245.000000	0.280545	0.000000	nan	nan	nan
285.000000	0.328723	0.000000	nan	nan	nan
325.000000	0.398341	0.000000	nan	nan	nan
365.000000	0.455812	0.000000	nan	nan	nan
405.000000	0.518492	0.000000	nan	nan	nan
445.000000	0.586816	0.000000	nan	nan	nan
485.000000	0.686712	0.000000	nan	nan	nan
525.000000	0.768110	0.000000	nan	nan	nan
565.000000	0.854544	0.000000	nan	nan	nan
605.000000	0.976085	0.000000	nan	nan	nan
645.000000	1.070753	0.000000	nan	nan	nan
685.000000	1.167214	0.000000	nan	nan	nan
725.000000	1.264519	0.000000	nan	nan	nan
765.000000	1.393704	0.000000	nan	nan	nan
805.000000	1.489108	0.000000	nan	nan	nan
845.000000	1.582599	0.000000	nan	nan	nan
885.000000	1.673858	0.000000	nan	nan	nan
925.000000	1.792199	0.000000	nan	nan	nan
965.000000	1.878774	0.000000	nan	nan	nan
1005.000000	1.964162	0.000000	nan	nan	nan
1045.000000	2.049159	0.000000	nan	nan	nan
1085.000000	2.164076	0.000000	nan	nan	nan
1125.000000	2.253044	0.000000	nan	nan	nan
1165.000000	2.345846	0.000000	nan	nan	nan
1205.000000	2.443819	0.000000	nan	nan	nan
1245.000000	2.584784	0.000000	nan	nan	nan
1285.000000	2.699469	0.000000	nan	nan	nan
1325.000000	2.822721	0.000000	nan	nan	nan
1365.000000	3.001350	0.000000	nan	nan	nan
1405.000000	3.145901	0.000000	nan	nan	nan
1445.000000	3.299205	0.000000	nan	nan	nan
1485.000000	3.460699	0.000000	nan	nan	nan
1525.000000	3.687452	0.000000	nan	nan	nan
1565.000000	3.864363	0.000000	nan	nan	nan
1605.000000	4.045881	0.000000	nan	nan	nan
1645.000000	4.230619	0.000000	nan	nan	nan
1685.000000	4.479862	0.000000	nan	nan	nan
1725.000000	4.667014	0.000000	nan	nan	nan
1765.000000	4.853486	0.000000	nan	nan	nan
1805.000000	5.038411	0.000000	nan	nan	nan
1845.000000	5.281666	0.000000	nan	nan	nan
1885.000000	5.460574	0.000000	nan	nan	nan
1925.000000	5.636303	0.000000	nan	nan	nan
1965.000000	5.865447	0.000000	nan	nan	nan
